# r, rho, v, e
1.3468406840684069E+06 1.5721955022001410E+09 -1.6572595932138650E+07 9.7156117382424445E+19
1.3470027002700269E+06 1.5719122924596305E+09 -1.6571603820007745E+07 9.7126986038625894E+19
1.3471647164716471E+06 1.5716291677361827E+09 -1.6570611886030871E+07 9.7097866922004267E+19
1.3473267326732674E+06 1.5713461279941335E+09 -1.6569620130154070E+07 9.7068760025958220E+19
1.3474887488748876E+06 1.5710631731977012E+09 -1.6568628552324869E+07 9.7039665343899468E+19
1.3476507650765078E+06 1.5707803033112123E+09 -1.6567637152489861E+07 9.7010582869238333E+19
1.3478127812781278E+06 1.5704975182990971E+09 -1.6566645930594722E+07 9.6981512595383648E+19
1.3479747974797480E+06 1.5702148181255612E+09 -1.6565654886587827E+07 9.6952454515765019E+19
1.3481368136813683E+06 1.5699322027551112E+09 -1.6564664020414509E+07 9.6923408623797764E+19
1.3482988298829882E+06 1.5696496721520231E+09 -1.6563673332022788E+07 9.6894374912917357E+19
1.3484608460846085E+06 1.5693672262807956E+09 -1.6562682821358588E+07 9.6865353376551404E+19
1.3486228622862287E+06 1.5690848651058085E+09 -1.6561692488369282E+07 9.6836344008139964E+19
1.3487848784878487E+06 1.5688025885914912E+09 -1.6560702333001934E+07 9.6807346801125392E+19
1.3489468946894689E+06 1.5685203967023261E+09 -1.6559712355203299E+07 9.6778361748952629E+19
1.3491089108910891E+06 1.5682382894028196E+09 -1.6558722554920111E+07 9.6749388845070746E+19
1.3492709270927093E+06 1.5679562666574991E+09 -1.6557732932099069E+07 9.6720428082932515E+19
1.3494329432943296E+06 1.5676743284308581E+09 -1.6556743486687468E+07 9.6691479455998476E+19
1.3495949594959496E+06 1.5673924746873891E+09 -1.6555754218632892E+07 9.6662542957735313E+19
1.3497569756975698E+06 1.5671107053917437E+09 -1.6554765127881391E+07 9.6633618581604598E+19
1.3499189918991900E+06 1.5668290205085127E+09 -1.6553776214379886E+07 9.6604706321076994E+19
1.3500810081008100E+06 1.5665474200021446E+09 -1.6552787478077112E+07 9.6575806169638584E+19
1.3502430243024302E+06 1.5662659038373861E+09 -1.6551798918918759E+07 9.6546918120761082E+19
1.3504050405040504E+06 1.5659844719789579E+09 -1.6550810536851104E+07 9.6518042167924359E+19
1.3505670567056707E+06 1.5657031243913155E+09 -1.6549822331823414E+07 9.6489178304629588E+19
1.3507290729072909E+06 1.5654218610392239E+09 -1.6548834303781927E+07 9.6460326524364587E+19
1.3508910891089109E+06 1.5651406818874097E+09 -1.6547846452673465E+07 9.6431486820624531E+19
1.3510531053105311E+06 1.5648595869006000E+09 -1.6546858778445136E+07 9.6402659186910691E+19
1.3512151215121513E+06 1.5645785760434539E+09 -1.6545871281044923E+07 9.6373843616733282E+19
1.3513771377137713E+06 1.5642976492808282E+09 -1.6544883960418992E+07 9.6345040103596327E+19
1.3515391539153915E+06 1.5640168065774004E+09 -1.6543896816515593E+07 9.6316248641019904E+19
1.3517011701170118E+06 1.5637360478979592E+09 -1.6542909849282062E+07 9.6287469222523175E+19
1.3518631863186317E+06 1.5634553732073984E+09 -1.6541923058664793E+07 9.6258701841623663E+19
1.3520252025202520E+06 1.5631747824704647E+09 -1.6540936444611995E+07 9.6229946491853701E+19
1.3521872187218722E+06 1.5628942756520729E+09 -1.6539950007070336E+07 9.6201203166740972E+19
1.3523492349234924E+06 1.5626138527169843E+09 -1.6538963745988265E+07 9.6172471859827180E+19
1.3525112511251126E+06 1.5623335136302447E+09 -1.6537977661311531E+07 9.6143752564643021E+19
1.3526732673267326E+06 1.5620532583566337E+09 -1.6536991752988838E+07 9.6115045274739982E+19
1.3528352835283529E+06 1.5617730868610981E+09 -1.6536006020967394E+07 9.6086349983665242E+19
1.3529972997299731E+06 1.5614929991085794E+09 -1.6535020465194684E+07 9.6057666684971696E+19
1.3531593159315931E+06 1.5612129950641260E+09 -1.6534035085617257E+07 9.6028995372210831E+19
1.3533213321332133E+06 1.5609330746925800E+09 -1.6533049882184064E+07 9.6000336038952059E+19
1.3534833483348335E+06 1.5606532379590385E+09 -1.6532064854841636E+07 9.5971688678755271E+19
1.3536453645364537E+06 1.5603734848284719E+09 -1.6531080003537964E+07 9.5943053285192253E+19
1.3538073807380740E+06 1.5600938152659099E+09 -1.6530095328220755E+07 9.5914429851838038E+19
1.3539693969396940E+06 1.5598142292364848E+09 -1.6529110828836765E+07 9.5885818372265656E+19
1.3541314131413142E+06 1.5595347267051797E+09 -1.6528126505334549E+07 9.5857218840062689E+19
1.3542934293429344E+06 1.5592553076371186E+09 -1.6527142357661439E+07 9.5828631248814014E+19
1.3544554455445544E+06 1.5589759719974453E+09 -1.6526158385764750E+07 9.5800055592108261E+19
1.3546174617461746E+06 1.5586967197512136E+09 -1.6525174589592984E+07 9.5771491863545184E+19
1.3547794779477948E+06 1.5584175508636966E+09 -1.6524190969092503E+07 9.5742940056715887E+19
1.3549414941494148E+06 1.5581384652999389E+09 -1.6523207524212388E+07 9.5714400165231854E+19
1.3551035103510350E+06 1.5578594630251718E+09 -1.6522224254899863E+07 9.5685872182697230E+19
1.3552655265526553E+06 1.5575805440045962E+09 -1.6521241161102753E+07 9.5657356102724141E+19
1.3554275427542755E+06 1.5573017082034354E+09 -1.6520258242768861E+07 9.5628851918928495E+19
1.3555895589558957E+06 1.5570229555869629E+09 -1.6519275499845678E+07 9.5600359624928543E+19
1.3557515751575157E+06 1.5567442861204195E+09 -1.6518292932281276E+07 9.5571879214350057E+19
1.3559135913591359E+06 1.5564656997690909E+09 -1.6517310540023381E+07 9.5543410680820236E+19
1.3560756075607562E+06 1.5561871964982646E+09 -1.6516328323020045E+07 9.5514954017973060E+19
1.3562376237623761E+06 1.5559087762732201E+09 -1.6515346281219577E+07 9.5486509219447734E+19
1.3563996399639964E+06 1.5556304390593944E+09 -1.6514364414568761E+07 9.5458076278878208E+19
1.3565616561656166E+06 1.5553521848220296E+09 -1.6513382723016784E+07 9.5429655189917090E+19
1.3567236723672368E+06 1.5550740135265548E+09 -1.6512401206510996E+07 9.5401245946209993E+19
1.3568856885688570E+06 1.5547959251383941E+09 -1.6511419864999037E+07 9.5372848541408297E+19
1.3570477047704770E+06 1.5545179196229100E+09 -1.6510438698429430E+07 9.5344462969172673E+19
1.3572097209720972E+06 1.5542399969455426E+09 -1.6509457706750074E+07 9.5316089223163953E+19
1.3573717371737175E+06 1.5539621570717251E+09 -1.6508476889909159E+07 9.5287727297048855E+19
1.3575337533753375E+06 1.5536843999669456E+09 -1.6507496247854544E+07 9.5259377184496222E+19
1.3576957695769577E+06 1.5534067255966234E+09 -1.6506515780534985E+07 9.5231038879183913E+19
1.3578577857785779E+06 1.5531291339264052E+09 -1.6505535487897107E+07 9.5202712374781886E+19
1.3580198019801981E+06 1.5528516249216700E+09 -1.6504555369890520E+07 9.5174397664980795E+19
1.3581818181818181E+06 1.5525741985479929E+09 -1.6503575426463019E+07 9.5146094743465230E+19
1.3583438343834383E+06 1.5522968547709987E+09 -1.6502595657562079E+07 9.5117803603921814E+19
1.3585058505850586E+06 1.5520195935562208E+09 -1.6501616063136362E+07 9.5089524240048013E+19
1.3586678667866788E+06 1.5517424148691871E+09 -1.6500636643134797E+07 9.5061256645546852E+19
1.3588298829882988E+06 1.5514653186756749E+09 -1.6499657397503907E+07 9.5033000814111539E+19
1.3589918991899190E+06 1.5511883049411395E+09 -1.6498678326193804E+07 9.5004756739459760E+19
1.3591539153915392E+06 1.5509113736312926E+09 -1.6497699429152172E+07 9.4976524415299551E+19
1.3593159315931592E+06 1.5506345247118602E+09 -1.6496720706326656E+07 9.4948303835342258E+19
1.3594779477947794E+06 1.5503577581484532E+09 -1.6495742157666432E+07 9.4920094993312449E+19
1.3596399639963997E+06 1.5500810739068456E+09 -1.6494763783119116E+07 9.4891897882929431E+19
1.3598019801980199E+06 1.5498044719526906E+09 -1.6493785582633821E+07 9.4863712497925161E+19
1.3599639963996401E+06 1.5495279522517805E+09 -1.6492807556158450E+07 9.4835538832028828E+19
1.3601260126012601E+06 1.5492515147698662E+09 -1.6491829703641469E+07 9.4807376878976352E+19
1.3602880288028803E+06 1.5489751594727261E+09 -1.6490852025031328E+07 9.4779226632507867E+19
1.3604500450045005E+06 1.5486988863261597E+09 -1.6489874520276491E+07 9.4751088086367666E+19
1.3606120612061205E+06 1.5484226952959890E+09 -1.6488897189325364E+07 9.4722961234303484E+19
1.3607740774077408E+06 1.5481465863479974E+09 -1.6487920032126956E+07 9.4694846070070313E+19
1.3609360936093610E+06 1.5478705594480526E+09 -1.6486943048629658E+07 9.4666742587423982E+19
1.3610981098109812E+06 1.5475946145620968E+09 -1.6485966238781231E+07 9.4638650780120252E+19
1.3612601260126014E+06 1.5473187516559260E+09 -1.6484989602531228E+07 9.4610570641929322E+19
1.3614221422142214E+06 1.5470429706955557E+09 -1.6484013139827071E+07 9.4582502166613049E+19
1.3615841584158416E+06 1.5467672716467690E+09 -1.6483036850618895E+07 9.4554445347952869E+19
1.3617461746174619E+06 1.5464916544755967E+09 -1.6482060734854385E+07 9.4526400179720045E+19
1.3619081908190819E+06 1.5462161191480095E+09 -1.6481084792482127E+07 9.4498366655695077E+19
1.3620702070207021E+06 1.5459406656299369E+09 -1.6480109023451267E+07 9.4470344769665204E+19
1.3622322232223223E+06 1.5456652938874793E+09 -1.6479133427709460E+07 9.4442334515413647E+19
1.3623942394239423E+06 1.5453900038865261E+09 -1.6478158005206723E+07 9.4414335886740472E+19
1.3625562556255625E+06 1.5451147955931349E+09 -1.6477182755891580E+07 9.4386348877441712E+19
1.3627182718271827E+06 1.5448396689734395E+09 -1.6476207679711901E+07 9.4358373481313141E+19
1.3628802880288030E+06 1.5445646239934266E+09 -1.6475232776617371E+07 9.4330409692165128E+19
1.3630423042304232E+06 1.5442896606192443E+09 -1.6474258046556134E+07 9.4302457503802851E+19
1.3632043204320432E+06 1.5440147788169527E+09 -1.6473283489477538E+07 9.4274516910042628E+19
1.3633663366336634E+06 1.5437399785526865E+09 -1.6472309105330288E+07 9.4246587904700678E+19
1.3635283528352836E+06 1.5434652597926033E+09 -1.6471334894063091E+07 9.4218670481597284E+19
1.3636903690369036E+06 1.5431906225028296E+09 -1.6470360855625238E+07 9.4190764634560217E+19
1.3638523852385238E+06 1.5429160666495910E+09 -1.6469386989965076E+07 9.4162870357415182E+19
1.3640144014401441E+06 1.5426415921990855E+09 -1.6468413297031567E+07 9.4134987643995881E+19
1.3641764176417643E+06 1.5423671991174729E+09 -1.6467439776774237E+07 9.4107116488142832E+19
1.3643384338433845E+06 1.5420928873710754E+09 -1.6466466429141091E+07 9.4079256883691733E+19
1.3645004500450045E+06 1.5418186569260707E+09 -1.6465493254081935E+07 9.4051408824492753E+19
1.3646624662466247E+06 1.5415445077487381E+09 -1.6464520251545634E+07 9.4023572304394109E+19
1.3648244824482449E+06 1.5412704398053806E+09 -1.6463547421481052E+07 9.3995747317248213E+19
1.3649864986498649E+06 1.5409964530622418E+09 -1.6462574763837939E+07 9.3967933856916521E+19
1.3651485148514851E+06 1.5407225474857502E+09 -1.6461602278564204E+07 9.3940131917253493E+19
1.3653105310531054E+06 1.5404487230421906E+09 -1.6460629965609558E+07 9.3912341492128072E+19
1.3654725472547254E+06 1.5401749796979251E+09 -1.6459657824923091E+07 9.3884562575409381E+19
1.3656345634563456E+06 1.5399013174193616E+09 -1.6458685856453564E+07 9.3856795160968348E+19
1.3657965796579658E+06 1.5396277361727965E+09 -1.6457714060151245E+07 9.3829039242688872E+19
1.3659585958595860E+06 1.5393542359247391E+09 -1.6456742435964273E+07 9.3801294814446240E+19
1.3661206120612063E+06 1.5390808166416361E+09 -1.6455770983841643E+07 9.3773561870124319E+19
1.3662826282628262E+06 1.5388074782898448E+09 -1.6454799703733567E+07 9.3745840403618054E+19
1.3664446444644465E+06 1.5385342208359120E+09 -1.6453828595588427E+07 9.3718130408815755E+19
1.3666066606660667E+06 1.5382610442462654E+09 -1.6452857659356095E+07 9.3690431879618019E+19
1.3667686768676867E+06 1.5379879484874115E+09 -1.6451886894985817E+07 9.3662744809925837E+19
1.3669306930693069E+06 1.5377149335259619E+09 -1.6450916302425912E+07 9.3635069193638609E+19
1.3670927092709271E+06 1.5374419993283224E+09 -1.6449945881627105E+07 9.3607405024673333E+19
1.3672547254725473E+06 1.5371691458611190E+09 -1.6448975632537976E+07 9.3579752296938504E+19
1.3674167416741676E+06 1.5368963730909178E+09 -1.6448005555108026E+07 9.3552111004352217E+19
1.3675787578757876E+06 1.5366236809843299E+09 -1.6447035649286393E+07 9.3524481140833714E+19
1.3677407740774078E+06 1.5363510695079024E+09 -1.6446065915023124E+07 9.3496862700311347E+19
1.3679027902790280E+06 1.5360785386283500E+09 -1.6445096352266749E+07 9.3469255676709044E+19
1.3680648064806480E+06 1.5358060883122094E+09 -1.6444126960967887E+07 9.3441660063966282E+19
1.3682268226822682E+06 1.5355337185262318E+09 -1.6443157741075011E+07 9.3414075856013787E+19
1.3683888388838884E+06 1.5352614292371097E+09 -1.6442188692537487E+07 9.3386503046791512E+19
1.3685508550855084E+06 1.5349892204113867E+09 -1.6441219815306496E+07 9.3358941630253613E+19
1.3687128712871287E+06 1.5347170920159681E+09 -1.6440251109329563E+07 9.3331391600337273E+19
1.3688748874887489E+06 1.5344450440174916E+09 -1.6439282574557194E+07 9.3303852950999958E+19
1.3690369036903691E+06 1.5341730763827376E+09 -1.6438314210938718E+07 9.3276325676196954E+19
1.3691989198919893E+06 1.5339011890784745E+09 -1.6437346018423706E+07 9.3248809769888285E+19
1.3693609360936093E+06 1.5336293820714073E+09 -1.6436377996962629E+07 9.3221305226042868E+19
1.3695229522952295E+06 1.5333576553284626E+09 -1.6435410146503840E+07 9.3193812038621659E+19
1.3696849684968498E+06 1.5330860088163872E+09 -1.6434442466997771E+07 9.3166330201600950E+19
1.3698469846984698E+06 1.5328144425020111E+09 -1.6433474958394250E+07 9.3138859708957770E+19
1.3700090009000900E+06 1.5325429563522892E+09 -1.6432507620641854E+07 9.3111400554665214E+19
1.3701710171017102E+06 1.5322715503339517E+09 -1.6431540453691879E+07 9.3083952732716089E+19
1.3703330333033304E+06 1.5320002244140296E+09 -1.6430573457492588E+07 9.3056516237089718E+19
1.3704950495049506E+06 1.5317289785593216E+09 -1.6429606631994935E+07 9.3029091061784412E+19
1.3706570657065706E+06 1.5314578127368155E+09 -1.6428639977148030E+07 9.3001677200791699E+19
1.3708190819081909E+06 1.5311867269134357E+09 -1.6427673492901912E+07 9.2974274648112300E+19
1.3709810981098111E+06 1.5309157210561841E+09 -1.6426707179205948E+07 9.2946883397746672E+19
1.3711431143114311E+06 1.5306447951319456E+09 -1.6425741036011048E+07 9.2919503443708215E+19
1.3713051305130513E+06 1.5303739491078207E+09 -1.6424775063265955E+07 9.2892134780001501E+19
1.3714671467146715E+06 1.5301031829507616E+09 -1.6423809260921212E+07 9.2864777400644960E+19
1.3716291629162917E+06 1.5298324966278260E+09 -1.6422843628926447E+07 9.2837431299655746E+19
1.3717911791179117E+06 1.5295618901060669E+09 -1.6421878167231571E+07 9.2810096471056515E+19
1.3719531953195320E+06 1.5292913633525007E+09 -1.6420912875787085E+07 9.2782772908876857E+19
1.3721152115211522E+06 1.5290209163343332E+09 -1.6419947754541649E+07 9.2755460607139742E+19
1.3722772277227724E+06 1.5287505490185373E+09 -1.6418982803446632E+07 9.2728159559887094E+19
1.3724392439243924E+06 1.5284802613722775E+09 -1.6418018022451570E+07 9.2700869761154384E+19
1.3726012601260126E+06 1.5282100533627102E+09 -1.6417053411506293E+07 9.2673591204982456E+19
1.3727632763276328E+06 1.5279399249569569E+09 -1.6416088970561204E+07 9.2646323885419053E+19
1.3729252925292528E+06 1.5276698761221871E+09 -1.6415124699566394E+07 9.2619067796513948E+19
1.3730873087308730E+06 1.5273999068256495E+09 -1.6414160598471336E+07 9.2591822932317209E+19
1.3732493249324933E+06 1.5271300170345256E+09 -1.6413196667226374E+07 9.2564589286887342E+19
1.3734113411341135E+06 1.5268602067159956E+09 -1.6412232905782169E+07 9.2537366854288736E+19
1.3735733573357337E+06 1.5265904758373091E+09 -1.6411269314088721E+07 9.2510155628585271E+19
1.3737353735373537E+06 1.5263208243658018E+09 -1.6410305892095445E+07 9.2482955603841876E+19
1.3738973897389739E+06 1.5260512522686536E+09 -1.6409342639753528E+07 9.2455766774136668E+19
1.3740594059405942E+06 1.5257817595132098E+09 -1.6408379557012638E+07 9.2428589133543113E+19
1.3742214221422141E+06 1.5255123460667799E+09 -1.6407416643823022E+07 9.2401422676141654E+19
1.3743834383438344E+06 1.5252430118966386E+09 -1.6406453900135539E+07 9.2374267396020077E+19
1.3745454545454546E+06 1.5249737569702485E+09 -1.6405491325899182E+07 9.2347123287259005E+19
1.3747074707470748E+06 1.5247045812548387E+09 -1.6404528921065670E+07 9.2319990343958217E+19
1.3748694869486950E+06 1.5244354847178593E+09 -1.6403566685584573E+07 9.2292868560209281E+19
1.3750315031503150E+06 1.5241664673267257E+09 -1.6402604619406076E+07 9.2265757930110960E+19
1.3751935193519352E+06 1.5238975290487845E+09 -1.6401642722481225E+07 9.2238658447770223E+19
1.3753555355535555E+06 1.5236286698515201E+09 -1.6400680994759856E+07 9.2211570107291271E+19
1.3755175517551755E+06 1.5233598897023792E+09 -1.6399719436192378E+07 9.2184492902784991E+19
1.3756795679567957E+06 1.5230911885688293E+09 -1.6398758046729200E+07 9.2157426828366037E+19
1.3758415841584159E+06 1.5228225664183035E+09 -1.6397796826321304E+07 9.2130371878155977E+19
1.3760036003600359E+06 1.5225540232183671E+09 -1.6396835774918454E+07 9.2103328046273249E+19
1.3761656165616561E+06 1.5222855589365237E+09 -1.6395874892471304E+07 9.2076295326845043E+19
1.3763276327632763E+06 1.5220171735402641E+09 -1.6394914178930782E+07 9.2049273714003378E+19
1.3764896489648966E+06 1.5217488669972198E+09 -1.6393953634246608E+07 9.2022263201877754E+19
1.3766516651665168E+06 1.5214806392748682E+09 -1.6392993258370286E+07 9.1995263784610922E+19
1.3768136813681368E+06 1.5212124903408515E+09 -1.6392033051251797E+07 9.1968275456340984E+19
1.3769756975697570E+06 1.5209444201627176E+09 -1.6391073012842307E+07 9.1941298211216146E+19
1.3771377137713772E+06 1.5206764287081759E+09 -1.6390113143091451E+07 9.1914332043379786E+19
1.3772997299729972E+06 1.5204085159448192E+09 -1.6389153441950381E+07 9.1887376946987696E+19
1.3774617461746174E+06 1.5201406818403108E+09 -1.6388193909369595E+07 9.1860432916195131E+19
1.3776237623762377E+06 1.5198729263623407E+09 -1.6387234545299601E+07 9.1833499945161572E+19
1.3777857785778579E+06 1.5196052494785600E+09 -1.6386275349691482E+07 9.1806578028053152E+19
1.3779477947794781E+06 1.5193376511566408E+09 -1.6385316322496306E+07 9.1779667159039525E+19
1.3781098109810981E+06 1.5190701313643899E+09 -1.6384357463663917E+07 9.1752767332287316E+19
1.3782718271827183E+06 1.5188026900694625E+09 -1.6383398773145955E+07 9.1725878541976633E+19
1.3784338433843385E+06 1.5185353272397051E+09 -1.6382440250892216E+07 9.1699000782280966E+19
1.3785958595859585E+06 1.5182680428428445E+09 -1.6381481896854009E+07 9.1672134047385993E+19
1.3787578757875788E+06 1.5180008368466845E+09 -1.6380523710982023E+07 9.1645278331477656E+19
1.3789198919891990E+06 1.5177337092190464E+09 -1.6379565693226909E+07 9.1618433628744958E+19
1.3790819081908190E+06 1.5174666599276905E+09 -1.6378607843540229E+07 9.1591599933385949E+19
1.3792439243924392E+06 1.5171996889405377E+09 -1.6377650161871996E+07 9.1564777239593533E+19
1.3794059405940594E+06 1.5169327962253878E+09 -1.6376692648173742E+07 9.1537965541572723E+19
1.3795679567956796E+06 1.5166659817502024E+09 -1.6375735302395456E+07 9.1511164833523630E+19
1.3797299729972999E+06 1.5163992454827659E+09 -1.6374778124489227E+07 9.1484375109661557E+19
1.3798919891989199E+06 1.5161325873910542E+09 -1.6373821114405315E+07 9.1457596364195414E+19
1.3800540054005401E+06 1.5158660074429467E+09 -1.6372864272095177E+07 9.1430828591344189E+19
1.3802160216021603E+06 1.5155995056064305E+09 -1.6371907597509332E+07 9.1404071785325298E+19
1.3803780378037803E+06 1.5153330818494849E+09 -1.6370951090598600E+07 9.1377325940361593E+19
1.3805400540054005E+06 1.5150667361400530E+09 -1.6369994751314379E+07 9.1350591050682630E+19
1.3807020702070207E+06 1.5148004684461532E+09 -1.6369038579607451E+07 9.1323867110518112E+19
1.3808640864086410E+06 1.5145342787357123E+09 -1.6368082575429786E+07 9.1297154114107965E+19
1.3810261026102612E+06 1.5142681669768763E+09 -1.6367126738731228E+07 9.1270452055684055E+19
1.3811881188118812E+06 1.5140021331376128E+09 -1.6366171069463717E+07 9.1243760929493336E+19
1.3813501350135014E+06 1.5137361771860218E+09 -1.6365215567577958E+07 9.1217080729779503E+19
1.3815121512151216E+06 1.5134702990901949E+09 -1.6364260233024951E+07 9.1190411450791395E+19
1.3816741674167416E+06 1.5132044988181908E+09 -1.6363305065756284E+07 9.1163753086784963E+19
1.3818361836183618E+06 1.5129387763381410E+09 -1.6362350065722927E+07 9.1137105632016105E+19
1.3819981998199821E+06 1.5126731316181433E+09 -1.6361395232876427E+07 9.1110469080747540E+19
1.3821602160216020E+06 1.5124075646263430E+09 -1.6360440567168016E+07 9.1083843427243819E+19
1.3823222322232223E+06 1.5121420753310177E+09 -1.6359486068547703E+07 9.1057228665766281E+19
1.3824842484248425E+06 1.5118766637002134E+09 -1.6358531736968199E+07 9.1030624790594912E+19
1.3826462646264627E+06 1.5116113297021635E+09 -1.6357577572380392E+07 9.1004031796003111E+19
1.3828082808280829E+06 1.5113460733050940E+09 -1.6356623574735437E+07 9.0977449676269158E+19
1.3829702970297029E+06 1.5110808944771962E+09 -1.6355669743985107E+07 9.0950878425678742E+19
1.3831323132313231E+06 1.5108157931867621E+09 -1.6354716080080207E+07 9.0924318038515122E+19
1.3832943294329434E+06 1.5105507694020808E+09 -1.6353762582971873E+07 9.0897768509067624E+19
1.3834563456345634E+06 1.5102858230914001E+09 -1.6352809252611797E+07 9.0871229831631667E+19
1.3836183618361836E+06 1.5100209542229924E+09 -1.6351856088951679E+07 9.0844702000506683E+19
1.3837803780378038E+06 1.5097561627652025E+09 -1.6350903091942575E+07 9.0818185009991762E+19
1.3839423942394240E+06 1.5094914486863148E+09 -1.6349950261536457E+07 9.0791678854394921E+19
1.3841044104410443E+06 1.5092268119547148E+09 -1.6348997597684344E+07 9.0765183528022163E+19
1.3842664266426642E+06 1.5089622525388367E+09 -1.6348045100336947E+07 9.0738699025181377E+19
1.3844284428442845E+06 1.5086977704068840E+09 -1.6347092769447701E+07 9.0712225340199322E+19
1.3845904590459047E+06 1.5084333655274427E+09 -1.6346140604966057E+07 9.0685762467383919E+19
1.3847524752475247E+06 1.5081690378687577E+09 -1.6345188606845435E+07 9.0659310401069040E+19
1.3849144914491449E+06 1.5079047873993955E+09 -1.6344236775035838E+07 9.0632869135572451E+19
1.3850765076507651E+06 1.5076406140877254E+09 -1.6343285109489735E+07 9.0606438665229828E+19
1.3852385238523851E+06 1.5073765179022450E+09 -1.6342333610158337E+07 9.0580018984372961E+19
1.3854005400540053E+06 1.5071124988114173E+09 -1.6341382276993457E+07 9.0553610087340753E+19
1.3855625562556256E+06 1.5068485567836676E+09 -1.6340431109947501E+07 9.0527211968478773E+19
1.3857245724572458E+06 1.5065846917876663E+09 -1.6339480108970402E+07 9.0500824622122369E+19
1.3858865886588660E+06 1.5063209037918246E+09 -1.6338529274015147E+07 9.0474448042627514E+19
1.3860486048604860E+06 1.5060571927647116E+09 -1.6337578605033176E+07 9.0448082224344990E+19
1.3862106210621062E+06 1.5057935586749454E+09 -1.6336628101975601E+07 9.0421727161627263E+19
1.3863726372637264E+06 1.5055300014910221E+09 -1.6335677764795041E+07 9.0395382848838582E+19
1.3865346534653464E+06 1.5052665211815743E+09 -1.6334727593442891E+07 9.0369049280340279E+19
1.3866966696669667E+06 1.5050031177152219E+09 -1.6333777587870825E+07 9.0342726450498388E+19
1.3868586858685869E+06 1.5047397910606334E+09 -1.6332827748030186E+07 9.0316414353680564E+19
1.3870207020702071E+06 1.5044765411863296E+09 -1.6331878073874153E+07 9.0290112984268407E+19
1.3871827182718273E+06 1.5042133680610766E+09 -1.6330928565353425E+07 9.0263822336633094E+19
1.3873447344734473E+06 1.5039502716535463E+09 -1.6329979222419927E+07 9.0237542405156192E+19
1.3875067506750675E+06 1.5036872519324045E+09 -1.6329030045025861E+07 9.0211273184224313E+19
1.3876687668766878E+06 1.5034243088663321E+09 -1.6328081033123389E+07 9.0185014668226953E+19
1.3878307830783078E+06 1.5031614424240918E+09 -1.6327132186664090E+07 9.0158766851554443E+19
1.3879927992799280E+06 1.5028986525744610E+09 -1.6326183505599501E+07 9.0132529728599949E+19
1.3881548154815482E+06 1.5026359392861273E+09 -1.6325234989882365E+07 9.0106303293766959E+19
1.3883168316831684E+06 1.5023733025278835E+09 -1.6324286639464496E+07 9.0080087541457338E+19
1.3884788478847886E+06 1.5021107422686234E+09 -1.6323338454296775E+07 9.0053882466071167E+19
1.3886408640864086E+06 1.5018482584770081E+09 -1.6322390434332808E+07 9.0027688062027006E+19
1.3888028802880289E+06 1.5015858511219163E+09 -1.6321442579524055E+07 9.0001504323735159E+19
1.3889648964896491E+06 1.5013235201722460E+09 -1.6320494889821958E+07 8.9975331245609239E+19
1.3891269126912691E+06 1.5010612655968032E+09 -1.6319547365179168E+07 8.9949168822073164E+19
1.3892889288928893E+06 1.5007990873644667E+09 -1.6318600005547691E+07 8.9923017047550345E+19
1.3894509450945095E+06 1.5005369854441121E+09 -1.6317652810879849E+07 8.9896875916469928E+19
1.3896129612961295E+06 1.5002749598047125E+09 -1.6316705781127000E+07 8.9870745423258649E+19
1.3897749774977497E+06 1.5000130104150677E+09 -1.6315758916242642E+07 8.9844625562358776E+19
1.3899369936993700E+06 1.4997511372442505E+09 -1.6314812216177516E+07 8.9818516328200978E+19
1.3900990099009902E+06 1.4994893402611282E+09 -1.6313865680884771E+07 8.9792417715232473E+19
1.3902610261026104E+06 1.4992276194347270E+09 -1.6312919310316024E+07 8.9766329717895496E+19
1.3904230423042304E+06 1.4989659747339795E+09 -1.6311973104424087E+07 8.9740252330642194E+19
1.3905850585058506E+06 1.4987044061279519E+09 -1.6311027063160546E+07 8.9714185547921588E+19
1.3907470747074708E+06 1.4984429135856185E+09 -1.6310081186478186E+07 8.9688129364192739E+19
1.3909090909090908E+06 1.4981814970759964E+09 -1.6309135474329459E+07 8.9662083773915988E+19
1.3910711071107110E+06 1.4979201565682142E+09 -1.6308189926665911E+07 8.9636048771550740E+19
1.3912331233123313E+06 1.4976588920313013E+09 -1.6307244543440273E+07 8.9610024351565791E+19
1.3913951395139515E+06 1.4973977034343059E+09 -1.6306299324605247E+07 8.9584010508433162E+19
1.3915571557155717E+06 1.4971365907463868E+09 -1.6305354270112649E+07 8.9558007236624089E+19
1.3917191719171917E+06 1.4968755539366605E+09 -1.6304409379914841E+07 8.9532014530615591E+19
1.3918811881188119E+06 1.4966145929742625E+09 -1.6303464653964184E+07 8.9506032384888259E+19
1.3920432043204322E+06 1.4963537078282406E+09 -1.6302520092214264E+07 8.9480060793933087E+19
1.3922052205220521E+06 1.4960928984678810E+09 -1.6301575694616172E+07 8.9454099752230371E+19
1.3923672367236724E+06 1.4958321648623512E+09 -1.6300631461122543E+07 8.9428149254272614E+19
1.3925292529252926E+06 1.4955715069808085E+09 -1.6299687391686270E+07 8.9402209294556856E+19
1.3926912691269126E+06 1.4953109247924645E+09 -1.6298743486259965E+07 8.9376279867582611E+19
1.3928532853285328E+06 1.4950504182665670E+09 -1.6297799744795866E+07 8.9350360967849804E+19
